C note;Notes;Scale;Degrees;MIDI notes
C7sharp5;[ 0, 4, 8, 10 ];neapolitanMinor;[ 0, 2.1, 5, 5.2 ];[ c 0, d 0, f 0, f 0 ]
C7sharp5;[ 0, 4, 8, 10 ];nikriz;[ 0, 1, 2.2, 2.4 ];[ c 0, c#0, d 0, d 0 ]
C7sharp5;[ 0, 4, 8, 10 ];partch_o1;[ 0, 0.4, 1, 1.2 ];[ c 0, c 0, c#0, c#0 ]
C7sharp5;[ 0, 4, 8, 10 ];partch_o2;[ 0, 0.4, 1.1, 1.3 ];[ c 0, c 0, c#0, c#0 ]
C7sharp5;[ 0, 4, 8, 10 ];partch_o3;[ 0, 0.4, 1.2, 1.4 ];[ c 0, c 0, c#0, c#0 ]
C7sharp5;[ 0, 4, 8, 10 ];partch_o4;[ 0, 0.4, 1.3, 1.5 ];[ c 0, c 0, c#0, d 0 ]
C7sharp5;[ 0, 4, 8, 10 ];partch_o5;[ 0, 0.4, 0.8, 1 ];[ c 0, c 0, c#0, c#0 ]
C7sharp5;[ 0, 4, 8, 10 ];partch_o6;[ 0, 0.4, 0.8, 1.1 ];[ c 0, c 0, c#0, c#0 ]
C7sharp5;[ 0, 4, 8, 10 ];partch_u1;[ 0, 0.4, 0.8, 1.1 ];[ c 0, c 0, c#0, c#0 ]
C7sharp5;[ 0, 4, 8, 10 ];partch_u2;[ 0, 0.4, 1, 1.2 ];[ c 0, c 0, c#0, c#0 ]
C7sharp5;[ 0, 4, 8, 10 ];partch_u3;[ 0, 0.4, 1.1, 1.3 ];[ c 0, c 0, c#0, c#0 ]
C7sharp5;[ 0, 4, 8, 10 ];partch_u4;[ 0, 0.4, 1.2, 1.4 ];[ c 0, c 0, c#0, c#0 ]
C7sharp5;[ 0, 4, 8, 10 ];partch_u5;[ 0, 0.4, 1.3, 1.5 ];[ c 0, c 0, c#0, d 0 ]
C7sharp5;[ 0, 4, 8, 10 ];partch_u6;[ 0, 0.4, 0.8, 1 ];[ c 0, c 0, c#0, c#0 ]
C7sharp5;[ 0, 4, 8, 10 ];pelog;[ 0, 2.1, 4, 4.2 ];[ c 0, d 0, e 0, e 0 ]
C7sharp5;[ 0, 4, 8, 10 ];phrygian;[ 0, 2.1, 5, 6 ];[ c 0, d 0, f 0, f#0 ]
C7sharp5;[ 0, 4, 8, 10 ];prometheus;[ 0, 2, 3.2, 3.4 ];[ c 0, d 0, d#0, d#0 ]
C7sharp5;[ 0, 4, 8, 10 ];purvi;[ 0, 2, 5, 5.2 ];[ c 0, d 0, f 0, f 0 ]
C7sharp5;[ 0, 4, 8, 10 ];rast;[ 0, 1, 2.1, 3 ];[ c 0, c#0, d 0, d#0 ]
C7sharp5;[ 0, 4, 8, 10 ];rastDesc;[ 0, 1, 2.1, 3 ];[ c 0, c#0, d 0, d#0 ]
C7sharp5;[ 0, 4, 8, 10 ];ritusen;[ 0, 1.2, 3.1, 4.1 ];[ c 0, c#0, d#0, e 0 ]
C7sharp5;[ 0, 4, 8, 10 ];romanianMinor;[ 0, 2.1, 4.1, 6 ];[ c 0, d 0, e 0, f#0 ]
C7sharp5;[ 0, 4, 8, 10 ];saba;[ 0, 1.1, 3, 3.2 ];[ c 0, c#0, d#0, d#0 ]
C7sharp5;[ 0, 4, 8, 10 ];scriabin;[ 0, 2, 3.1, 4.1 ];[ c 0, d 0, d#0, e 0 ]
C7sharp5;[ 0, 4, 8, 10 ];shang;[ 0, 1.2, 3.1, 4 ];[ c 0, c#0, d#0, e 0 ]
C7sharp5;[ 0, 4, 8, 10 ];shawqAfza;[ 0, 1, 2, 3 ];[ c 0, c#0, d 0, d#0 ]
C7sharp5;[ 0, 4, 8, 10 ];sikah;[ 0, 1.1, 2.1, 2.3 ];[ c 0, c#0, d 0, d 0 ]
C7sharp5;[ 0, 4, 8, 10 ];sikahDesc;[ 0, 1.1, 2.1, 2.3 ];[ c 0, c#0, d 0, d 0 ]
C7sharp5;[ 0, 4, 8, 10 ];spanish;[ 0, 2, 5, 6 ];[ c 0, d 0, f 0, f#0 ]
C7sharp5;[ 0, 4, 8, 10 ];superLocrian;[ 0, 3, 5, 6 ];[ c 0, d#0, f 0, f#0 ]
C7sharp5;[ 0, 4, 8, 10 ];suznak;[ 0, 1, 2.1, 3 ];[ c 0, c#0, d 0, d#0 ]
C7sharp5;[ 0, 4, 8, 10 ];todi;[ 0, 2.1, 5, 5.2 ];[ c 0, d 0, f 0, f 0 ]
C7sharp5;[ 0, 4, 8, 10 ];ushaqMashri;[ 0, 1, 2.2, 3 ];[ c 0, c#0, d 0, d#0 ]
C7sharp5;[ 0, 4, 8, 10 ];whole;[ 0, 2, 4, 5 ];[ c 0, d 0, e 0, f 0 ]
C7sharp5;[ 0, 4, 8, 10 ];yakah;[ 0, 1, 2.1, 3 ];[ c 0, c#0, d 0, d#0 ]
C7sharp5;[ 0, 4, 8, 10 ];yakahDesc;[ 0, 1, 2.1, 3 ];[ c 0, c#0, d 0, d#0 ]
C7sharp5;[ 0, 4, 8, 10 ];yu;[ 0, 1.1, 3.1, 4 ];[ c 0, c#0, d#0, e 0 ]
C7sharp5;[ 0, 4, 8, 10 ];zamzam;[ 0, 1.2, 3, 3.2 ];[ c 0, c#0, d#0, d#0 ]
C7sharp5;[ 0, 4, 8, 10 ];zanjaran;[ 0, 1.2, 2, 3 ];[ c 0, c#0, d 0, d#0 ]
C7sharp5;[ 0, 4, 8, 10 ];zhi;[ 0, 1.2, 3.1, 4.1 ];[ c 0, c#0, d#0, e 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];aeolian;[ 0, 2.1, 5, 6, 7.1 ];[ c 0, d 0, f 0, f#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];ahirbhairav;[ 0, 2, 4.1, 6, 8 ];[ c 0, d 0, e 0, f#0, g#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];ajam;[ 0, 1, 2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];atharKurd;[ 0, 1.2, 2.2, 2.4, 7.1 ];[ c 0, c#0, d 0, d 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];augmented;[ 0, 2, 4, 4.2, 6.1 ];[ c 0, d 0, e 0, e 0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];augmented2;[ 0, 2, 4, 5.1, 7 ];[ c 0, d 0, e 0, f 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];bartok;[ 0, 2, 5, 6, 7.1 ];[ c 0, d 0, f 0, f#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];bastanikar;[ 0, 1.1, 2.1, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];bayati;[ 0, 1.1, 2.2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];bhairav;[ 0, 2, 5, 5.2, 8 ];[ c 0, d 0, f 0, f 0, g#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];chinese;[ 0, 1, 3.1, 3.3, 5.1 ];[ c 0, c#0, d#0, d#0, f 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];chromatic;[ 0, 4, 8, 10, 13 ];[ c 0, e 0, g#0, a#0, c#1 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];chromatic24;[ 0, 4, 8, 10, 25 ];[ c 0, e 0, g#0, a#0, c#2 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];diminished;[ 0, 3, 5.1, 7, 9 ];[ c 0, d#0, f 0, g 0, a 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];diminished2;[ 0, 2.1, 5, 6.1, 8.1 ];[ c 0, d 0, f 0, f#0, g#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];dorian;[ 0, 2.1, 4.1, 6, 7.1 ];[ c 0, d 0, e 0, f#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];egyptian;[ 0, 1.2, 3.1, 4, 5.1 ];[ c 0, c#0, d#0, e 0, f 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];enigmatic;[ 0, 2, 4, 5, 8 ];[ c 0, d 0, e 0, f 0, g#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];farahfaza;[ 0, 1, 2.2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];gong;[ 0, 2, 3.1, 4.1, 5.1 ];[ c 0, d 0, d#0, e 0, f 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];harmonicMajor;[ 0, 2, 5, 5.2, 7.1 ];[ c 0, d 0, f 0, f 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];harmonicMinor;[ 0, 2.1, 5, 5.2, 7.1 ];[ c 0, d 0, f 0, f 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];hexAeolian;[ 0, 1.1, 4, 5, 6.1 ];[ c 0, c#0, e 0, f 0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];hexDorian;[ 0, 2.1, 4.1, 5, 6.1 ];[ c 0, d 0, e 0, f 0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];hexMajor6;[ 0, 2, 4.1, 5.1, 6.1 ];[ c 0, d 0, e 0, f 0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];hexMajor7;[ 0, 2, 3.1, 4.1, 6.1 ];[ c 0, d 0, d#0, e 0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];hexPhrygian;[ 0, 2.1, 4, 5, 7 ];[ c 0, d 0, e 0, f 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];hexSus;[ 0, 1.2, 3.1, 5, 6.1 ];[ c 0, c#0, d#0, f 0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];hijaz;[ 0, 1.2, 2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];hijazDesc;[ 0, 1.2, 2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];hindu;[ 0, 2, 5, 6, 7.1 ];[ c 0, d 0, f 0, f#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];hirajoshi;[ 0, 2.1, 4, 4.2, 5.1 ];[ c 0, d 0, e 0, e 0, f 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];hungarianMinor;[ 0, 2.1, 5, 5.2, 7.1 ];[ c 0, d 0, f 0, f 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];husseini;[ 0, 1.1, 2.2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];huzam;[ 0, 1.1, 2.1, 3.1, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];indian;[ 0, 1, 3.1, 4, 5.1 ];[ c 0, c#0, d#0, e 0, f 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];ionian;[ 0, 2, 4.1, 5.1, 7.1 ];[ c 0, d 0, e 0, f 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];iraq;[ 0, 1.1, 2.1, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];iwato;[ 0, 1.3, 3.2, 4, 6 ];[ c 0, c#0, d#0, e 0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];jiao;[ 0, 1.1, 3, 4, 5.1 ];[ c 0, c#0, d#0, e 0, f 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];jiharkah;[ 0, 1, 2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];karjighar;[ 0, 1.1, 2.2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];kijazKarKurd;[ 0, 1.2, 2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];kumoi;[ 0, 2.1, 3.1, 4.1, 5.1 ];[ c 0, d 0, d#0, e 0, f 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];kurd;[ 0, 1.2, 2.2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];leadingWhole;[ 0, 2, 4, 5, 7.1 ];[ c 0, d 0, e 0, f 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];locrian;[ 0, 2.1, 5, 6, 8 ];[ c 0, d 0, f 0, f#0, g#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];locrianMajor;[ 0, 2, 5, 6, 7.1 ];[ c 0, d 0, f 0, f#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];lydian;[ 0, 2, 4.1, 5.1, 7.1 ];[ c 0, d 0, e 0, f 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];lydianMinor;[ 0, 2, 5, 6, 7.1 ];[ c 0, d 0, f 0, f#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];mahur;[ 0, 1, 2.1, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];major;[ 0, 2, 4.1, 5.1, 7.1 ];[ c 0, d 0, e 0, f 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];majorPentatonic;[ 0, 2, 3.1, 4.1, 5.1 ];[ c 0, d 0, d#0, e 0, f 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];marva;[ 0, 2, 4.1, 5.1, 8 ];[ c 0, d 0, e 0, f 0, g#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];melodicMajor;[ 0, 2, 5, 6, 7.1 ];[ c 0, d 0, f 0, f#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];melodicMinor;[ 0, 2.1, 4.1, 5.1, 7.1 ];[ c 0, d 0, e 0, f 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];melodicMinorDesc;[ 0, 2.1, 5, 6, 7.1 ];[ c 0, d 0, f 0, f#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];minor;[ 0, 2.1, 5, 6, 7.1 ];[ c 0, d 0, f 0, f#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];minorPentatonic;[ 0, 1.1, 3.1, 4, 5.1 ];[ c 0, c#0, d#0, e 0, f 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];mixolydian;[ 0, 2, 4.1, 6, 7.1 ];[ c 0, d 0, e 0, f#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];murassah;[ 0, 1, 2.2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];mustar;[ 0, 0.4, 2.1, 2.3, 7.1 ];[ c 0, c 0, d 0, d 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];nahawand;[ 0, 1, 2.2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];nahawandDesc;[ 0, 1, 2.2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];nairuz;[ 0, 1, 2.1, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];nawaAthar;[ 0, 1, 2.2, 2.4, 7.1 ];[ c 0, c#0, d 0, d 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];neapolitanMajor;[ 0, 2.1, 4.1, 5.1, 8 ];[ c 0, d 0, e 0, f 0, g#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];neapolitanMinor;[ 0, 2.1, 5, 5.2, 8 ];[ c 0, d 0, f 0, f 0, g#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];nikriz;[ 0, 1, 2.2, 2.4, 7.1 ];[ c 0, c#0, d 0, d 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];partch_o1;[ 0, 0.4, 1, 1.2, 6.1 ];[ c 0, c 0, c#0, c#0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];partch_o2;[ 0, 0.4, 1.1, 1.3, 6.1 ];[ c 0, c 0, c#0, c#0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];partch_o3;[ 0, 0.4, 1.2, 1.4, 6.1 ];[ c 0, c 0, c#0, c#0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];partch_o4;[ 0, 0.4, 1.3, 1.5, 6.1 ];[ c 0, c 0, c#0, d 0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];partch_o5;[ 0, 0.4, 0.8, 1, 6.1 ];[ c 0, c 0, c#0, c#0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];partch_o6;[ 0, 0.4, 0.8, 1.1, 6.1 ];[ c 0, c 0, c#0, c#0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];partch_u1;[ 0, 0.4, 0.8, 1.1, 6.1 ];[ c 0, c 0, c#0, c#0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];partch_u2;[ 0, 0.4, 1, 1.2, 6.1 ];[ c 0, c 0, c#0, c#0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];partch_u3;[ 0, 0.4, 1.1, 1.3, 6.1 ];[ c 0, c 0, c#0, c#0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];partch_u4;[ 0, 0.4, 1.2, 1.4, 6.1 ];[ c 0, c 0, c#0, c#0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];partch_u5;[ 0, 0.4, 1.3, 1.5, 6.1 ];[ c 0, c 0, c#0, d 0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];partch_u6;[ 0, 0.4, 0.8, 1, 6.1 ];[ c 0, c 0, c#0, c#0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];pelog;[ 0, 2.1, 4, 4.2, 6 ];[ c 0, d 0, e 0, e 0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];phrygian;[ 0, 2.1, 5, 6, 8 ];[ c 0, d 0, f 0, f#0, g#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];prometheus;[ 0, 2, 3.2, 3.4, 5.1 ];[ c 0, d 0, d#0, d#0, f 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];purvi;[ 0, 2, 5, 5.2, 8 ];[ c 0, d 0, f 0, f 0, g#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];rast;[ 0, 1, 2.1, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];rastDesc;[ 0, 1, 2.1, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];ritusen;[ 0, 1.2, 3.1, 4.1, 5.1 ];[ c 0, c#0, d#0, e 0, f 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];romanianMinor;[ 0, 2.1, 4.1, 6, 7.1 ];[ c 0, d 0, e 0, f#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];saba;[ 0, 1.1, 3, 3.2, 7.1 ];[ c 0, c#0, d#0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];scriabin;[ 0, 2, 3.1, 4.1, 6 ];[ c 0, d 0, d#0, e 0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];shang;[ 0, 1.2, 3.1, 4, 5.1 ];[ c 0, c#0, d#0, e 0, f 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];shawqAfza;[ 0, 1, 2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];sikah;[ 0, 1.1, 2.1, 2.3, 7.1 ];[ c 0, c#0, d 0, d 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];sikahDesc;[ 0, 1.1, 2.1, 2.3, 7.1 ];[ c 0, c#0, d 0, d 0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];spanish;[ 0, 2, 5, 6, 8 ];[ c 0, d 0, f 0, f#0, g#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];superLocrian;[ 0, 3, 5, 6, 8 ];[ c 0, d#0, f 0, f#0, g#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];suznak;[ 0, 1, 2.1, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];todi;[ 0, 2.1, 5, 5.2, 8 ];[ c 0, d 0, f 0, f 0, g#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];ushaqMashri;[ 0, 1, 2.2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];whole;[ 0, 2, 4, 5, 6.1 ];[ c 0, d 0, e 0, f 0, f#0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];yakah;[ 0, 1, 2.1, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];yakahDesc;[ 0, 1, 2.1, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];yu;[ 0, 1.1, 3.1, 4, 5.1 ];[ c 0, c#0, d#0, e 0, f 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];zamzam;[ 0, 1.2, 3, 3.2, 7.1 ];[ c 0, c#0, d#0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];zanjaran;[ 0, 1.2, 2, 3, 7.1 ];[ c 0, c#0, d 0, d#0, g 0 ]
C7sharp5flat9;[ 0, 4, 8, 10, 13 ];zhi;[ 0, 1.2, 3.1, 4.1, 5.1 ];[ c 0, c#0, d#0, e 0, f 0 ]
C7sus2;[ 0, 2, 7, 10 ];aeolian;[ 0, 1, 4, 6 ];[ c 0, c#0, e 0, f#0 ]
C7sus2;[ 0, 2, 7, 10 ];ahirbhairav;[ 0, 1.1, 4, 6 ];[ c 0, c#0, e 0, f#0 ]
C7sus2;[ 0, 2, 7, 10 ];ajam;[ 0, 0.2, 1.3, 3 ];[ c 0, c 0, c#0, d#0 ]
C7sus2;[ 0, 2, 7, 10 ];atharKurd;[ 0, 1, 2.1, 2.4 ];[ c 0, c#0, d 0, d 0 ]
C7sus2;[ 0, 2, 7, 10 ];augmented;[ 0, 0.2, 3, 4.2 ];[ c 0, c 0, d#0, e 0 ]
C7sus2;[ 0, 2, 7, 10 ];augmented2;[ 0, 1.1, 3.2, 5.1 ];[ c 0, c#0, d#0, f 0 ]
C7sus2;[ 0, 2, 7, 10 ];bartok;[ 0, 1, 4, 6 ];[ c 0, c#0, e 0, f#0 ]
C7sus2;[ 0, 2, 7, 10 ];bastanikar;[ 0, 0.2, 2, 3 ];[ c 0, c 0, d 0, d#0 ]
C7sus2;[ 0, 2, 7, 10 ];bayati;[ 0, 0.2, 2.1, 3 ];[ c 0, c 0, d 0, d#0 ]
C7sus2;[ 0, 2, 7, 10 ];bhairav;[ 0, 1.1, 4, 5.2 ];[ c 0, c#0, e 0, f 0 ]
C7sus2;[ 0, 2, 7, 10 ];chinese;[ 0, 0.2, 3, 3.3 ];[ c 0, c 0, d#0, d#0 ]
C7sus2;[ 0, 2, 7, 10 ];chromatic;[ 0, 2, 7, 10 ];[ c 0, d 0, g 0, a#0 ]
C7sus2;[ 0, 2, 7, 10 ];chromatic24;[ 0, 2, 7, 10 ];[ c 0, d 0, g 0, a#0 ]
C7sus2;[ 0, 2, 7, 10 ];diminished;[ 0, 1.1, 5, 7 ];[ c 0, c#0, f 0, g 0 ]
C7sus2;[ 0, 2, 7, 10 ];diminished2;[ 0, 1, 4.1, 6.1 ];[ c 0, c#0, e 0, f#0 ]
C7sus2;[ 0, 2, 7, 10 ];dorian;[ 0, 1, 4, 6 ];[ c 0, c#0, e 0, f#0 ]
C7sus2;[ 0, 2, 7, 10 ];egyptian;[ 0, 1, 3, 4 ];[ c 0, c#0, d#0, e 0 ]
C7sus2;[ 0, 2, 7, 10 ];enigmatic;[ 0, 1.1, 3.1, 5 ];[ c 0, c#0, d#0, f 0 ]
C7sus2;[ 0, 2, 7, 10 ];farahfaza;[ 0, 0.2, 2.1, 3 ];[ c 0, c 0, d 0, d#0 ]
C7sus2;[ 0, 2, 7, 10 ];gong;[ 0, 1, 3, 4.1 ];[ c 0, c#0, d#0, e 0 ]
C7sus2;[ 0, 2, 7, 10 ];harmonicMajor;[ 0, 1, 4, 5.2 ];[ c 0, c#0, e 0, f 0 ]
C7sus2;[ 0, 2, 7, 10 ];harmonicMinor;[ 0, 1, 4, 5.2 ];[ c 0, c#0, e 0, f 0 ]
C7sus2;[ 0, 2, 7, 10 ];hexAeolian;[ 0, 0.2, 3, 5 ];[ c 0, c 0, d#0, f 0 ]
C7sus2;[ 0, 2, 7, 10 ];hexDorian;[ 0, 1, 4, 5 ];[ c 0, c#0, e 0, f 0 ]
C7sus2;[ 0, 2, 7, 10 ];hexMajor6;[ 0, 1, 4, 5.1 ];[ c 0, c#0, e 0, f 0 ]
C7sus2;[ 0, 2, 7, 10 ];hexMajor7;[ 0, 1, 3, 4.1 ];[ c 0, c#0, d#0, e 0 ]
C7sus2;[ 0, 2, 7, 10 ];hexPhrygian;[ 0, 1.1, 3.2, 5 ];[ c 0, c#0, d#0, f 0 ]
C7sus2;[ 0, 2, 7, 10 ];hexSus;[ 0, 1, 3, 5 ];[ c 0, c#0, d#0, f 0 ]
C7sus2;[ 0, 2, 7, 10 ];hijaz;[ 0, 1, 1.5, 3 ];[ c 0, c#0, d 0, d#0 ]
C7sus2;[ 0, 2, 7, 10 ];hijazDesc;[ 0, 1, 1.5, 3 ];[ c 0, c#0, d 0, d#0 ]
C7sus2;[ 0, 2, 7, 10 ];hindu;[ 0, 1, 4, 6 ];[ c 0, c#0, e 0, f#0 ]
C7sus2;[ 0, 2, 7, 10 ];hirajoshi;[ 0, 1, 3, 4.2 ];[ c 0, c#0, d#0, e 0 ]
C7sus2;[ 0, 2, 7, 10 ];hungarianMinor;[ 0, 1, 4, 5.2 ];[ c 0, c#0, e 0, f 0 ]
C7sus2;[ 0, 2, 7, 10 ];husseini;[ 0, 0.2, 2.1, 3 ];[ c 0, c 0, d 0, d#0 ]
